,ratio_speak,mean_nrj,std_nrj,skewness_nrj,kurtosis_nrj
SEQ_066,0.46710526315789475,-1.7969730026698711,0.4489862256663115,-0.8413539203547663,0.042301157297850445
SEQ_067,0.42907801418439717,-2.5449578162925484,0.5582279589756239,-0.23818676773962527,-0.3707712254648228
SEQ_068,0.3816568047337278,-2.234205477181471,0.4671403926479535,-1.57955893020053,3.8160614497425884
SEQ_069,0.37595907928388744,-2.262531503099983,0.4215060988501554,-0.7930772616599397,0.39345758810401144
SEQ_070,0.2026431718061674,-2.1888543145938,0.5115314071017949,-1.1418322651902397,2.0648786835019406
SEQ_071,0.5288461538461539,-2.342568940560934,0.4898156366757367,-0.11515453345017747,0.5319701744075536
SEQ_072,0.45081967213114754,-2.1944551900505473,0.23829773718906455,-0.9097770546600108,1.2751000008966482
SEQ_073,0.47489539748953974,-2.282464923724158,0.42609914220526507,-1.176156928817804,1.359542941719985
SEQ_074,0.4797507788161994,-2.1123178142978074,0.39351383501093284,-0.3038309256586993,-0.4561656642618588
SEQ_075,0.5,-1.7646156803677648,0.18242672179749103,-0.7755024651037827,0.09258384543939924
SEQ_076,0.3449367088607595,-2.3140475110850844,0.5813888636199862,-1.1540409394592839,1.5809763063211406
SEQ_077,0.5587392550143266,-2.112786267334285,0.2767009655020894,-1.545991702466619,4.6621795656503755
SEQ_078,0.5386740331491713,-2.2322243742908707,0.44575753444045924,-1.2462809316521475,2.9410885755773633
SEQ_079,0.6139534883720931,-1.8504937344382844,0.24225560988794345,-0.5487669853006156,-0.2880839503356438
SEQ_080,0.29651162790697677,-2.0210057105257775,0.4914124408466829,-0.9453057509816183,1.3018565264492592
SEQ_081,0.44369063772048845,-2.6378329445542876,0.6022536596242644,-0.8451775500738087,1.0149517781635806
SEQ_082,0.6709677419354839,-2.289987746718785,0.45073913042248637,-0.08594934152110947,0.38473386336343296
SEQ_083,0.15265486725663716,-3.133137709075932,1.0438510269782586,-0.19919857670503172,-1.1494871359221543
SEQ_084,0.39299610894941633,-2.11446019773567,0.5054770653179722,-1.5371400199867054,2.3569477521457998
SEQ_085,0.448559670781893,-1.995107189860959,0.28955205947135865,-0.7195386420410489,0.5382219645352055
SEQ_086,0.447841726618705,-2.402069583688576,0.5507214793959108,-2.634694424726749,7.60595051597044
SEQ_087,0.13333333333333333,-1.7461802142682235,0.33536200116982845,-0.11050679519089349,-0.2258714731768623
SEQ_088,0.5654008438818565,-1.9885724660804762,0.5471493899357851,-1.1912484874020748,2.364811868672369
SEQ_089,0.4507042253521127,-2.0421773390540703,0.4852912214206177,-1.3526794415524834,3.357076806912773
SEQ_090,0.4347240915208614,-2.5702996552940984,0.488403911812986,-1.4111937549192384,2.896700416820326
SEQ_091,0.41304347826086957,-2.078646211058636,0.5100638264438152,-0.788882586958509,0.332254769097029
SEQ_092,0.511727078891258,-2.3912395783446723,0.6960482590939991,-1.705080879161179,3.465776215301525
SEQ_093,0.6276595744680851,-2.0623323470676986,0.29410872321675713,-0.32422595302229973,0.4758302727895267
SEQ_094,0.43043478260869567,-2.127105210956151,0.6161192738421072,-1.0767158253520694,1.7104039424671793
SEQ_095,0.34418604651162793,-2.0009517618215034,0.3587753133384408,-1.7080927486040403,4.880113415642353
SEQ_096,0.42749244712990936,-2.4969843997553065,0.41913738353126934,-0.9616100548185268,1.5099256047906824
SEQ_097,0.45323741007194246,-2.1003851285047,0.3235411099450968,-1.0265662570720628,1.436643782836751
SEQ_098,0.2956521739130435,-2.3566557991308636,0.48928995002501635,-0.4373275517716166,0.5455371336168859
SEQ_099,0.4117647058823529,-2.186691764106343,0.33759892895552723,-0.4586717104731168,0.9622893905087744
SEQ_100,0.4924433249370277,-2.6712135052275516,0.6328993229686599,-0.7194700855708963,1.0820161191763011
SEQ_101,0.53125,-2.355588574811267,0.6249059809150327,-0.8849454887529875,0.8450751735311859
SEQ_102,0.43700787401574803,-2.283952359708486,0.8651996254667366,-1.3303151565403228,1.2699587913184143
SEQ_103,0.2793017456359102,-2.4618316190992595,0.5720198168252014,-0.7906120907748739,0.6281413603516217
SEQ_104,0.3768844221105528,-2.1321914521626604,0.6158214612504376,-0.969413985199627,1.7537845261921383
SEQ_105,0.36024844720496896,-2.9556416501879497,0.9202342132713947,-0.04219500737367018,-1.1038453300328275
SEQ_106,0.5807860262008734,-1.9017512139692656,0.34512466822372234,-0.6912489211149324,-0.08803462927977401
SEQ_107,0.3983516483516483,-2.2747714305147664,0.5186178150545608,-1.0184652788296327,0.8031738710110492
SEQ_108,0.4444444444444444,-2.3199163664965554,0.3913065319975952,-0.8975243084377942,0.9097344020395206
SEQ_109,0.35555555555555557,-1.870366214509212,0.25171944352168923,-1.3638413868170591,2.3308881062375395
SEQ_110,0.46774193548387094,-2.2294451169871135,0.3531434859954932,-0.540522308428888,-0.702209694461271
SEQ_111,0.3821656050955414,-1.9325025386933998,0.5172740361003659,-1.9616509398784605,5.622163845287204
SEQ_112,0.3393939393939394,-3.5132095746400456,1.6071827329054302,-0.5440082283761845,-1.2784152680343148
SEQ_113,0.494824016563147,-2.4411067532360273,0.6912898409758448,-1.2025722777948222,1.3888933758078013
SEQ_114,0.10256410256410256,-2.470812525912817,0.8512094337788737,-0.9917979819401712,0.7973418359601818
SEQ_115,0.5280898876404494,-1.8974626542810453,0.3642980913420164,-0.41526429339247595,0.1912319959177542
SEQ_116,0.4260700389105058,-2.4228493970908755,0.4687313084638648,-1.4296287468636917,2.878045066497643
SEQ_117,0.427536231884058,-1.8203038514777947,0.4884011433890985,-1.256746410214562,1.32785108698162
SEQ_118,0.4980392156862745,-2.0100801599703013,0.3641289098928468,0.08989478100006205,-0.6397418604970011
SEQ_119,0.1933534743202417,-2.691548814480807,0.8305049549670998,-0.6887210628658078,0.8381170405984619
SEQ_120,0.5040871934604905,-2.205926599237925,0.4159662575668591,-0.5991878775908386,1.036679637152342
SEQ_121,0.5833333333333334,-2.3368911966593164,0.5994204237019354,-1.6029605840628522,3.1601832267899344
SEQ_122,0.36423841059602646,-2.5301539009983522,0.4438819797760227,-0.09168679984288124,-0.18105861367756404
SEQ_123,0.5089820359281437,-2.6437768312959076,0.7735556508198299,-1.0108347168710978,0.07467846679908341
SEQ_124,0.7341040462427746,-1.7067316117381977,0.13105962930163126,-0.7262698399012495,0.7812087514595856
SEQ_125,0.3827751196172249,-2.6914957041183856,0.9967938885636662,-0.32939704722439045,-0.8041815765320521
SEQ_126,0.5012853470437018,-2.2557423236575644,0.5265186005676691,-0.49290748874267154,-0.188873942233041
SEQ_127,0.5299760191846523,-2.6358716602381134,0.7700624361204979,0.11296475351243118,-0.4229963027792456
SEQ_128,0.2484472049689441,-1.9038722902944385,0.3223789197580873,-1.498367349465549,4.4037664002945505
SEQ_129,0.5921787709497207,-2.265900871965313,0.2551596684078078,-0.33118899175301775,0.38133755504670797
SEQ_130,0.602996254681648,-1.9308576765429106,0.23212439696333692,-0.2105657184599221,1.1328887825551917
SEQ_131,0.3586206896551724,-2.316894785631968,0.9622885832830023,-1.2331711854700262,1.9779592518310807
SEQ_132,0.5378787878787878,-1.714169384049644,0.18410707958234263,-0.624593172135238,-0.2629391900415099
SEQ_133,0.49324324324324326,-1.767457589292687,0.24694023532864307,-0.6817793781357342,1.0193412034904181
SEQ_134,0.454251012145749,-2.929549841404067,0.6056121442771797,-0.39496167630876083,0.9421532593571302
SEQ_135,0.3422818791946309,-2.1374023681113536,0.6896851996379234,-0.22769674036085766,-0.5695907418447557
SEQ_136,0.5,-2.284768033312571,0.7776203324127557,-1.2673954160536558,1.1716865138624382
SEQ_137,0.3685152057245081,-2.4773710234842214,0.42055603639767725,-0.11398811551027203,-0.4346887802927575
SEQ_138,0.4954128440366973,-2.5860697710229275,0.5732265505905608,-1.384665911913688,2.8599625310452463
SEQ_139,0.6910994764397905,-1.775052301116303,0.42614741456599986,-1.0028829188748238,1.1514481504314142
SEQ_140,0.29225352112676056,-2.1722418094264935,0.42842808921775777,-1.8685020377617525,5.095426246307984
SEQ_141,0.4645390070921986,-2.063439392774714,0.30716270904371573,-0.6277082777560283,1.2194071143959357
SEQ_142,0.3395973154362416,-2.7917446687860936,0.671418123204932,-0.7703819666983377,1.088554381309625
SEQ_143,0.45185185185185184,-2.3024457822699658,0.5180554971913706,-1.204274251194701,2.799888496716192
SEQ_144,0.41260744985673353,-2.2864712611733506,0.501877001646163,-1.3873728402720766,4.516435589775169
SEQ_145,0.349009900990099,-2.415314416698308,0.5477491300740638,-0.6528209448568523,0.3380064626624488
SEQ_146,0.2920353982300885,-2.6151899625524946,0.7183667710592104,-1.1562715748226953,2.731429408603704
SEQ_147,0.3419354838709677,-2.2393808044963066,0.6050102918811818,-2.005225051963178,4.2209738677477775
SEQ_148,0.45576407506702415,-2.1812509392250927,0.3218466091130426,-0.0124823565461883,0.1432162452815806
SEQ_149,0.42718446601941745,-2.057922629838491,0.6059254225991728,-1.6834414887483784,3.082096608630591
SEQ_150,0.3935483870967742,-2.4386499876064094,0.5701930507320814,-1.2123557893711054,1.626099267861421
SEQ_151,0.654054054054054,-1.7919132662194635,0.16928825553948645,-0.12608760918935616,-0.18572198256937744
SEQ_152,0.5780590717299579,-1.933786673834695,0.4657055093869817,-1.094321817610402,2.0290656912921126
SEQ_153,0.4251012145748988,-2.028956713619665,0.3431736459768743,-1.2543197122008047,1.9635779112719733
SEQ_154,0.3905579399141631,-2.0141545063187376,0.27804128864580124,-0.018447840350074452,0.6767180205118999
SEQ_155,0.4512820512820513,-2.352050818895426,0.6622573206100422,-1.6873506843283412,3.6478022312759446
SEQ_156,0.380327868852459,-2.3196712482741124,0.699382731410055,-1.410485034701605,2.3958601828351282
SEQ_157,0.48535564853556484,-2.3536756961736742,0.5060751236207067,-0.8544933980502399,0.82505442150992
SEQ_158,0.603448275862069,-1.7597381385650455,0.20665743703798897,-0.6796252034999974,-0.009836585709500412
SEQ_159,0.40987654320987654,-2.846353072136238,1.1571195685592957,-0.7685982321659375,-0.5539725068754247
SEQ_160,0.4682080924855491,-1.8537047267094284,0.2747964671647269,-1.880227923053904,6.150830245625226
SEQ_161,0.5409090909090909,-2.6921715046260988,0.7123592491988692,-0.3445363933432891,-0.0023946687004090528
SEQ_162,0.6063348416289592,-1.7993677927182223,0.3441181800790377,-1.1339410268555596,1.2612665509438532
SEQ_163,0.6326530612244898,-1.804966549868232,0.2180646514719163,-0.09197023040184456,0.7554340002104625
SEQ_164,0.3997050147492625,-2.8063387910185744,0.38151992670414075,-1.3008231292002743,2.81648263422686
SEQ_165,0.33584905660377357,-2.5301856712818243,0.8210982951723268,-0.5682278587685236,0.40315172562123536
SEQ_166,0.4344086021505376,-2.379712321084739,0.40147542541385695,-0.8303433262023153,1.5601821429397598
SEQ_167,0.2676767676767677,-2.728842815548364,0.9316959887821131,-0.9716094861281391,0.47199657830611663
SEQ_168,0.7152542372881356,-1.819569359440892,0.31190042983767274,-0.08460435088996025,0.05576892208001105
SEQ_169,0.32663316582914576,-2.373373536071176,0.5161309338611885,-1.026052755858876,1.7854181880670534
SEQ_170,0.4251012145748988,-2.044923479513666,0.2557096415723305,0.2929839312752735,2.0781841739346625
SEQ_171,0.4108527131782946,-1.749279837412366,0.33294978943783343,-0.649335284368773,0.45656680706753106
SEQ_172,0.4879518072289157,-1.809259689716451,0.2757581564731022,-0.4957810522202141,-0.042818801414611585
SEQ_173,0.5511551155115512,-2.050970774731634,0.38924583698884296,-0.6922435441117516,-0.38245552586123654
SEQ_174,0.525974025974026,-1.789533588063276,0.25924546505794654,0.2622627700277031,0.012152488443429643
SEQ_175,0.45227272727272727,-2.3186720131834164,0.5921807403368411,-2.062069161698598,4.840666810429219
SEQ_176,0.5543859649122806,-2.0163116485443284,0.2178237307161785,-1.5329248613472173,5.0938537393304735
SEQ_177,0.44862155388471175,-2.616387522525311,0.8431243917326071,-0.47871257080307106,-0.5461046267860956
SEQ_178,0.5068870523415978,-2.4768709168752823,0.8902523554238481,-1.002836367654867,0.305373973541224
SEQ_179,0.4672489082969432,-2.252961902438469,0.23269882051270466,-0.5445050151851504,1.0589721874539455
SEQ_180,0.3987915407854985,-2.4750738027318406,0.7227398885844349,-0.17915019721986272,-1.0530137386840368
SEQ_181,0.49772727272727274,-2.270544025077881,0.4621526926376802,-1.4608560282373761,3.6751305116493533
SEQ_182,0.30727762803234504,-2.436225789640661,0.8132510637702535,-2.3362547990656704,7.008980502986793
SEQ_183,0.49122807017543857,-2.4049794839128857,0.5687414973794078,-1.6461772800778187,4.108682814377157
SEQ_184,0.40189873417721517,-2.1803606124213886,0.3644611323950357,-0.06184736847040105,0.05016646257968338
SEQ_185,0.3021276595744681,-2.0672959531517225,0.3670062338378646,-1.6481654783603539,5.489231167212852
SEQ_186,0.6352040816326531,-2.10921157134847,0.3400298601880714,-0.02604550171153666,-0.3824395021670308
SEQ_187,0.28608923884514437,-2.3537747209737745,0.5180267103245267,-1.5589971110476588,3.322032252035833
SEQ_188,0.49372384937238495,-1.977764601444562,0.23101267114302101,-0.2742891231617084,-0.3147553116419597
SEQ_189,0.5669291338582677,-1.9419410427962758,0.35354443030123617,-1.871016265437599,4.3678201924052855
SEQ_190,0.5461538461538461,-1.7479225008560215,0.26396378535094467,0.06650310023121452,-0.35577310476281365
SEQ_191,0.4967741935483871,-1.8080733982538653,0.5240845470251438,-1.2412193253733883,1.644190631433463
SEQ_192,0.5575539568345323,-1.9420055680628254,0.15394169113686682,-0.4416123748494539,0.1026856285283686
SEQ_193,0.4949290060851927,-2.373236596950148,0.483268477068658,-0.6106316699494191,0.2380034785567009
SEQ_194,0.3530864197530864,-2.4186665591993006,0.6137801859044899,-1.7514435928762695,5.996796546271504
SEQ_195,0.4682651622002821,-2.5505275556598948,0.5318726206849591,-1.0941941693516912,2.7622678633561826
SEQ_196,0.509090909090909,-2.1276525528609866,0.5329857795921789,-1.036558710192902,1.043195871015759
SEQ_197,0.4067796610169492,-2.1449535158496844,0.4839420562354398,-1.4489397887256168,3.9464027774425583
SEQ_198,0.5186721991701245,-2.001495407567528,0.4380341660339585,-0.41578307935116726,-0.10545042287647943
SEQ_199,0.44554455445544555,-2.2676661155852886,0.36205065940312803,-1.0608557914408654,1.289336181361585
SEQ_200,0.6983240223463687,-1.7454389264586552,0.32287794654380475,-0.41453566423589017,0.739960352643545
SEQ_201,0.5319148936170213,-1.9655968285539804,0.5528209364557075,-0.4392258741581445,0.35112125537562333
SEQ_202,0.5451612903225806,-2.0792018549755236,0.4356726539083906,-2.6215687006793646,10.993848662150818
SEQ_203,0.4,-2.3008351115380195,0.37216314475773676,-1.095305918999535,3.131265415051341
SEQ_204,0.4782608695652174,-2.0715897674733927,0.6177782759131492,-1.3541001382137527,2.5513134889731734
SEQ_205,0.3904761904761905,-2.3231026577023317,0.529021952391391,-0.6329590006962081,1.2184819917544312
SEQ_206,0.3438485804416404,-2.226417704092793,0.47881342355597173,-1.019595575997874,0.8323791432616487
SEQ_207,0.4349442379182156,-2.069055183176444,0.3736074105658122,-0.8190990230407804,1.6651612970895178
SEQ_208,0.4013761467889908,-2.2856250341718956,0.3694253897973183,-0.7231845091797282,2.1091927552912546
SEQ_209,0.6142857142857143,-2.2355514931659743,0.614307211946652,-0.19189484917302752,-0.8971549732011699
SEQ_210,0.3758620689655172,-2.081079244964514,0.2845400776844137,-0.5060910268271356,0.7990705272076704
SEQ_211,0.5231958762886598,-2.1695346105855227,0.4480180337352892,-1.8716543639381888,6.295907200195451
SEQ_212,0.5317460317460317,-2.3283731585873517,0.8722352338801155,-0.5919663247414914,-0.39318912547718066
SEQ_213,0.6200716845878136,-1.9970592771547484,0.3529919230115119,-0.2072831795570479,-0.17054240484060124
SEQ_214,0.5859375,-1.926677950256001,0.28550699258652906,-0.3478027698890215,-0.2092809867777614
SEQ_215,0.11538461538461539,-2.4669868103874557,0.8774819537305006,0.3033701258249434,-1.0355806791653497
SEQ_216,0.5175879396984925,-1.8668471751156825,0.2597396968459605,-1.3798681703427982,2.8581925181483356
SEQ_217,0.48654708520179374,-2.2883086381737265,0.4348659706740237,-1.3189922381656916,2.594156878107121
SEQ_218,0.7531914893617021,-1.8160117833893876,0.35630331705185997,-0.614470888394733,0.47411970291966776
SEQ_219,0.42242242242242245,-3.1572782308166496,0.3900645543814039,-0.8552623718046789,2.220457101755371
SEQ_220,0.44763860369609854,-2.3424248459639347,0.44187802476690907,-1.6878021077353447,3.9172106128385877
SEQ_221,0.5226130653266332,-2.1702354192759117,0.44151358195798446,-2.007018061785076,7.719120716097983
SEQ_222,0.47368421052631576,-2.7313647086873485,0.4514137065009874,-0.6756652240401102,1.0615578706528987
SEQ_223,0.6214689265536724,-1.8165147003085493,0.24049192495035782,-0.9571187668417407,1.871300642491426
SEQ_224,0.4553072625698324,-2.171496564853157,0.326792163103279,-0.6214590152138448,0.5995921510555058
SEQ_225,0.47802197802197804,-2.1967196465550796,0.4422885268884443,-0.3744212795345037,-0.20947039479477914
SEQ_226,0.48484848484848486,-2.106243316548829,0.5615018170367537,-0.8031223656771602,1.3017743172549965
SEQ_227,0.4380165289256198,-2.0801903949991307,0.3864196166593363,-1.0438930599008391,1.914149979198637
SEQ_228,0.4723404255319149,-2.076499415367389,0.6602880283867938,-2.621029336096505,8.147410874456401
SEQ_229,0.4495798319327731,-2.045767986712596,0.5660794623397328,-2.7644612999707254,11.238011321505804
SEQ_230,0.368,-1.7762570939877562,0.25461015256827163,-1.1023034000248546,2.3809735518778767
SEQ_231,0.43788819875776397,-2.315502716418531,0.6686622854128963,-0.912671988500258,0.8877923043004787
SEQ_232,0.5217391304347826,-2.2802224310695154,0.7577278458205111,-2.029248652212705,4.422370735704668
SEQ_233,0.3743718592964824,-2.4619471247492757,0.6626036966253958,-0.9833611890443524,1.3818439471818769
SEQ_234,0.5410447761194029,-2.0655090095054542,0.46637132160233485,-0.10669060099481804,-0.4896352969804405
SEQ_235,0.35733333333333334,-2.279590404567492,0.45542181858062836,-1.5915311367557055,3.630533195189809
SEQ_236,0.36548223350253806,-1.9760603769967584,0.33791120043396045,-0.4522997528351265,0.9459406768307086
SEQ_237,0.475,-1.7292013524248193,0.4484235959144072,-0.7805032602084899,1.1073371845345266
SEQ_238,0.5549132947976878,-2.2035070995840162,0.49953333028214514,-0.2512001558406004,1.863275496223923
SEQ_239,0.2990936555891239,-2.806426500026416,1.1316248112578005,-0.46338780814183145,-1.5004979830194396
SEQ_240,0.38654012079378774,-2.9750338761294883,0.8462480500010742,-1.5275359881367918,2.2534238441797223
SEQ_241,0.5176470588235295,-2.5002491543169034,0.3875984423030435,-0.4289636234665809,0.17278785784619677
SEQ_242,0.42671009771986973,-2.5280149416110533,0.475502709897479,-0.7432378425566829,0.7564536793818042
SEQ_243,0.44017094017094016,-2.1213643568925473,0.5680318123510615,-0.4544130201606299,-0.6619281192574671
SEQ_244,0.4815950920245399,-2.3766278741150857,0.7602667556840477,-0.8167784352586961,0.31371912059615514
SEQ_245,0.2897727272727273,-2.1464488595205498,0.6958078852652464,-1.3858099605283651,2.7154282700521355
SEQ_246,0.35,-2.703805876295884,0.9855195002377631,0.30689908014160916,-1.4058138818056862
SEQ_247,0.20647773279352227,-2.132611901000562,0.33550934307588365,-0.8161831227768961,1.9484213017808916
SEQ_248,0.37967914438502676,-2.607599268540852,0.7344299055118971,-0.2933536358884187,0.11302949033365683
SEQ_249,0.5454545454545454,-1.7755636488290834,0.33450449770521046,-0.49420187073262906,-0.4887290583428676
SEQ_250,0.5974025974025974,-2.0339015355649903,0.5703722035915558,-0.44378952898425683,-0.4554292995410192
SEQ_251,0.592436974789916,-2.361571626894478,1.062700283197837,-1.0274093114785185,0.5252530777924549
SEQ_252,0.36893203883495146,-2.0657640227639953,0.4623411924825586,-1.4638851889453324,3.0055754645261423
SEQ_253,0.3522727272727273,-2.167814464853959,0.525175846459811,-2.3168450859510688,7.83102172100711
SEQ_254,0.4307228915662651,-2.119188705000519,0.4110815527845821,-1.7141241604519803,2.827080749799128
SEQ_255,0.4230769230769231,-2.600089410329988,0.8736074814621787,-0.8756995811800944,-0.19148012764705857
SEQ_256,0.3738019169329074,-2.183692967568386,0.5165654922729874,-1.8771316058291867,3.6778893643012722
SEQ_257,0.6410256410256411,-2.2350356838428884,0.6062143702091011,-1.1126580023260821,1.4754227362707697
SEQ_258,0.3063063063063063,-2.392804054727678,0.3294672054833239,0.5288715525577535,5.136265226594219
SEQ_259,0.5235294117647059,-1.7950618814640047,0.3110568387297065,-0.7619848408427106,1.342759993590847
SEQ_260,0.4967105263157895,-2.0642415995112997,0.2888350564346549,0.024258973128865265,-0.8253398382622179
SEQ_261,0.5755813953488372,-2.0998913227928155,0.407877891463676,-0.6500914863669675,0.7842551651732159
