Sequence§nmf_0§nmf_1§nmf_2§nmf_3§nmf_4
SEQ_104§0.08126581442169038§0.028369455911950777§0.041334266522371876§0.0§0.030373803022592977
SEQ_105§0.2962577192991443§0.0§4.515091115304263e-05§0.0§0.0
SEQ_106§0.11962829953311524§0.022667043963270374§0.01623223014819366§0.0094259510186809§0.029732379228601852
SEQ_107§0.18769924026959411§0.0§0.0§0.10109264854275052§0.044954429126828274
SEQ_108§0.00884156062290167§0.009093670075298113§0.11635144637256521§0.1239101105099686§0.018717080499995355
SEQ_109§0.0§0.006241469237900494§0.0§0.30996662807311837§0.0
SEQ_110§0.1630402907975186§0.012302216288672738§0.03268808025849353§0.0§0.03798820865978726
SEQ_111§0.0142617352162197§0.0§0.005550352934560927§0.1561972091692944§0.10962242798957564
SEQ_112§0.2623422141543756§0.018249917223629977§0.0§0.004080553736482936§0.0
SEQ_113§0.0§0.0§0.10849444986786208§0.021165388645885158§0.09063467095253631
SEQ_114§0.0§0.03405586421523036§0.0§0.0§0.181587449669839
SEQ_115§0.04571905049968413§0.006730111681325541§0.0§0.03745882715740079§0.09649739252320769
SEQ_116§0.0469319689875418§0.0§0.0§0.13459105595218723§0.1975783148233229
SEQ_117§0.0§0.0§0.0037912124304151557§0.05333100293276962§0.12210234664779916
SEQ_118§0.04332228240151745§0.003755147386993268§0.0§0.21258949564392463§0.018983915854136498
SEQ_119§0.08815760991974451§0.03406940522619853§0.0§0.0§0.025164115990599954
SEQ_120§0.0§0.0877361867982034§0.0245889412563538§0.04614214618876866§0.17489678695240377
SEQ_121§0.04702181858684395§0.0§0.08193318841853398§0.1445485278245785§0.007498391835994677
SEQ_122§0.2297822964358316§0.013223713967945383§0.04691527967776358§0.006020233895907725§0.020937799677267027
SEQ_123§0.1846286380309877§0.0§0.015086006820445584§0.054948751637314906§0.19687510186303622
SEQ_124§0.07946557560638536§0.0§0.0§0.09474795074087179§0.038132521229138835
SEQ_125§0.0§0.0§0.22830144415512452§0.07510829845025929§0.0
SEQ_126§0.06783990617874738§0.0§0.09628416696533189§0.031342411633671116§0.06002685289663836
SEQ_127§0.09237498842582562§0.0518368648188645§0.03317086497585804§0.014408577076694339§0.0
SEQ_128§0.0028838990798334303§0.059812044025215616§0.0§0.0047397476464800395§0.08831707132733665
SEQ_129§0.040203466038563736§0.01777543323708185§0.032480322103337136§0.156219378503892§0.0
SEQ_130§0.07366468308885475§0.03008948995815061§0.0§0.06837441146231582§0.0
SEQ_131§0.0§0.01868918115237507§0.013557586655813348§0.16508153335791861§0.004912958042493053
SEQ_132§0.0§0.029025393577170572§0.0§0.0§0.17502900151373924
SEQ_133§0.0§0.0§0.0§0.0§0.16019818731539084
SEQ_134§0.26985057708365384§0.0§0.03252886914051853§0.02042043050145426§0.028359648752128326
SEQ_135§0.0§0.0§0.19382454150834033§0.030741449352421256§0.0
SEQ_136§0.002859823383584389§0.004014241340949086§0.14540763763723408§0.041966629975217114§0.0
SEQ_137§0.0§0.29112055305147594§0.02762137448935423§0.144792946594027§0.09089177481027869
SEQ_138§0.029876280481471274§0.0§0.013604800927095036§0.258446802004321§0.12255232750219873
SEQ_139§0.010816091035212621§0.0074106988121141375§0.052438389983228716§0.0§0.054558021027521914
SEQ_140§0.01875234267843496§0.00021548936401298235§0.05238401322045498§0.06537526024935617§0.11440881253764669
SEQ_141§0.16831947588758936§0.0§0.033532675349452076§0.06786381932221028§0.003114672318311809
SEQ_142§0.008947352360523103§0.0008933843005663441§0.093901053732318§0.09513296087221436§0.06334862225700098
SEQ_143§0.17950431724550778§0.05494262896326972§0.0003586221086759892§0.03811086547540903§0.05359792130275962
SEQ_144§0.09296421809860357§0.032986376191981484§0.020503176618532057§0.08459111675285046§0.009772519485846986
SEQ_145§0.12221182018536103§0.0§0.0§0.2498890008281403§0.0
SEQ_146§0.0§0.0§0.04084710029309992§0.2475274331709323§0.0
SEQ_147§0.006836477463249045§0.09419604013562607§0.0061571102031111385§0.08202788986130002§0.04841405424040602
SEQ_148§0.03795642154061632§0.0§0.0§0.11499099721126826§0.058349275662142576
SEQ_149§0.019355215428925376§0.023263526468071342§0.10918390145506497§0.036857797942171706§0.033488850373029726
SEQ_150§0.0§0.0§0.012974932236433902§0.2940736509609828§0.027921611639556063
SEQ_151§0.004543226377365624§0.07494461395174931§0.0§0.15437409906617544§0.09924612615991564
SEQ_152§0.0§0.0650486410529185§0.0§0.0054384938001215575§0.03135496086460376
SEQ_153§0.0§0.0028442298283055507§0.006553823563196718§0.02754908965817899§0.1928987876061372
SEQ_154§0.002100830638158423§0.19225593342952893§0.010488034292212038§0.0020283685230134798§0.0
SEQ_155§0.06906985855077083§0.0140332005265387§0.005487358336907562§0.16188651219546055§0.05360887029808285
SEQ_156§0.025806003976512462§0.0§0.08571578734414995§0.025350277043378052§0.09882364295405385
SEQ_157§0.26687794496047323§0.002105988657662601§0.0§0.09979315578191174§0.0
SEQ_158§0.08646616924708644§0.12811571430581042§0.0§0.03705674435586955§0.0
SEQ_159§0.0§0.0§0.1989745674160825§0.18791316733448354§0.012102849028330075
SEQ_160§0.0§0.0§0.0§0.0§0.2180079668875841
SEQ_161§0.14479858191539163§0.0§0.17497709710978196§0.0§0.0
SEQ_162§0.02229931797716507§0.018351772756970038§0.07210706085642327§0.0§0.021181851411064975
SEQ_163§0.0§0.023411913845215432§0.0§0.2501471743079348§0.03188807322992594
SEQ_164§0.0§0.007748394395978142§0.10397490789485546§0.3057304813858042§0.13712764090949017
SEQ_165§0.006045014723967772§0.01940593753860059§0.03587883438249624§0.06780954190564964§0.10018465084507654
SEQ_166§0.04424923973432014§0.0§0.0§0.2041530117653309§0.13876525683316437
SEQ_167§0.027678143217179787§0.0§0.0§0.12089862764762689§0.12741109061194392
SEQ_168§0.08379347539989312§0.005000485714812104§0.03675566254615385§0.12275209601602438§0.017383158587305145
SEQ_169§0.050547869314111295§0.0§0.10195816167705535§0.020602705465230957§0.023414432811841135
SEQ_170§0.003803418059261709§0.014908457041531398§0.023786421051162996§0.208717484104666§0.0
SEQ_171§0.0§0.008232673894672402§0.0§0.10899047927888597§0.05010939415183732
SEQ_172§0.0§0.332544323225844§0.009368419167799562§0.00311820220257948§0.0
SEQ_173§0.05120405411950886§0.0§0.07507342518202971§0.08596246350374322§0.0016359567317163165
SEQ_174§0.0§0.017864793054755555§0.0§0.03804623914775993§0.24430650487298425
SEQ_175§0.07672582225196282§0.012185692045260177§0.0583073899668163§0.017948941845973395§0.0500111765823729
SEQ_176§0.017065930240738346§0.010187399035525473§0.07165090961920802§0.06891327310092481§0.04402315655678135
SEQ_177§0.0§0.0§0.08148473011480832§0.12764332931265562§0.08796514187121122
SEQ_178§0.036757202980584276§0.0§0.11647491792650744§0.03304973141923873§0.0034123291243524636
SEQ_179§0.004656636635445395§0.1270329809110256§0.04111174640665162§0.018486200955301044§0.138543213605251
SEQ_180§0.17435038366998248§0.0§0.0§0.050407194938983796§0.01001697900644389
SEQ_181§0.005383872098141286§0.0034566500947271015§0.15138636889436843§0.04267923116747579§0.026952030818998562
SEQ_182§0.045607560048950925§0.0§0.01701917503153128§0.015278232065215806§0.13483460767864724
SEQ_183§0.1749340699944635§0.01248064743863677§0.0§0.050645050379940354§0.02235332665514724
SEQ_184§0.015517094404597432§0.06124272745035498§0.0§0.02696659331733182§0.22315518299164064
SEQ_185§0.0§0.0285932141381873§0.07383576604868135§0.05868929244305221§0.1320041072391966
SEQ_186§0.1459468164262601§0.0§0.016550893222879587§0.11534644761368791§0.036665919625936565
SEQ_187§0.0§0.0§0.05365231167889904§0.1374669692852492§0.1309208623166687
SEQ_188§0.0§0.0§0.0005867991873153237§0.1417334528805018§0.20526988956414777
SEQ_189§0.013905805514709626§0.0§0.007659070416005984§0.21369502139029298§0.0
SEQ_190§0.020979274982321487§0.060430148442100026§0.02835504872720249§0.09899884754326496§0.032891701276995984
SEQ_191§0.0§0.03541353279195174§0.0§0.08101798692322311§0.01299449538687551
SEQ_192§0.014125544285726013§0.03297618343009387§0.01912929824960198§0.0931784635005323§0.12985471294711068
SEQ_193§0.017678691730390484§0.03082750555191969§0.051017086490845895§0.0570073579974776§0.04382317462836087
SEQ_194§0.01540363758908523§0.02381748786833845§0.0§0.19118698646329876§0.06142299197931045
SEQ_195§0.21783908810762867§0.015555697428759518§0.03897897156319001§0.01135615637067222§0.02278718141853321
SEQ_196§0.0§0.027435501374324205§0.09714888580303778§0.17847186033475346§0.012661191509531149
SEQ_197§0.12240281512950091§0.010050962237540073§0.0§0.05463859492361436§0.06774615672266675
SEQ_198§0.022685728184346787§0.0§0.024674561353227206§0.18781918617823518§0.15862957519311324
SEQ_199§0.04426962308907129§0.0§0.02830980633625579§0.03430368735863557§0.22840379683701104
SEQ_200§0.02857128887009034§0.11678273418995001§0.013624852600525844§0.07365904000815594§0.0802564790694255
SEQ_201§0.0§0.25117985469030446§0.031983227438909585§0.07708021378823868§0.0
SEQ_202§0.0§0.09822706244595472§0.0§0.0§0.2408041801216248
SEQ_203§0.01494272397042988§0.0§0.08038408169118377§0.0019244228758330852§0.25221054182463426
SEQ_204§0.1010348874400423§0.0§0.06549131969520025§0.0§0.0444047107459896
SEQ_205§0.025299232788533514§0.026125642824087917§0.0§0.10435154051824207§0.06106487757340657
SEQ_206§0.07064540766635712§0.0§0.10492695861941599§0.08695520807987292§0.026042556340191498
SEQ_207§0.0§0.01208017551318507§0.03798429322055486§0.03522035939488376§0.19000361251680103
SEQ_208§0.0014135043507247987§0.04522967259292358§0.013538267677369103§0.1858960387876317§0.07441211676316668
SEQ_209§0.06237894159410395§0.0§0.18848179145067492§0.004654129037324929§0.0
SEQ_210§0.010882041044025667§0.0§0.004786563971822784§0.053798525473300024§0.16893948414683668
SEQ_211§0.04141646487517674§0.0§0.05634021634019632§0.13061612603385853§0.04804282742374502
SEQ_212§0.0§0.0§0.13736376825806362§0.08191401631241639§0.0
SEQ_213§0.023265929210081648§0.283001434081682§0.0§0.03933044489522402§0.0
SEQ_214§0.0§0.03118676311216535§0.09494338976077014§0.015531581167573662§0.0
SEQ_215§0.0§0.0§0.1032868561660652§0.09596683267286414§0.0
SEQ_216§0.005900295092994551§0.0750081587537296§0.022554004750979045§0.032389845666707315§0.0548151965943211
SEQ_217§0.0§0.0§0.0§0.3003827902534878§0.0019357680573479155
SEQ_218§0.0§0.0§0.0§0.0§0.2335628730778082
SEQ_219§0.021754167393909646§0.003470005002789606§0.17196016448610538§0.2669830384127584§0.052468498664587734
SEQ_220§0.018631564129556136§0.06803793939187808§0.0071571232166960635§0.038938777554803794§0.17952414262895477
SEQ_221§0.12308275842414423§0.03469492703477325§0.03150054718071798§0.08617575690962506§0.09454568223717252
SEQ_222§0.20269021418154212§0.025411144423834593§0.03408919628051239§0.121431179029973§0.0
SEQ_223§0.11678974117616914§0.0§0.0§0.21613775571441443§0.0
SEQ_224§0.011898868012514307§0.11733147765425929§0.03214000879562424§0.15628289669412876§0.00782156863412437
SEQ_225§0.020349870111766227§0.0§0.20608946238363518§0.02457684534169721§0.03089606109967625
SEQ_226§0.14156530541091572§0.0§0.0§0.024349093918789255§0.0
SEQ_227§0.025241046277495478§0.0§0.04829017644856711§0.18978123888270473§0.0401892002700213
SEQ_228§0.08893229998565252§0.0§0.07991491638416878§0.09483762394334669§0.0
SEQ_229§0.0§0.0§0.21427529624611544§0.0§0.0
SEQ_230§0.010224308448660489§0.34156338954684273§0.0§0.0§0.0
SEQ_231§0.0§0.005067235422175707§0.09220094055764819§0.14386226390659562§0.0
SEQ_232§0.017061352430683418§0.013021186255974372§0.0§0.11150399551137763§0.11549607654835166
SEQ_233§0.003157757796245325§0.0§0.021315997907273548§0.24691305483525133§0.0074107331422226235
SEQ_234§0.0§0.018114514132319362§0.24177021890852035§0.0§0.0
SEQ_235§0.028866717724115466§0.014522511213278076§0.0§0.20838903853029442§0.12685122198559948
SEQ_236§0.016237002398387546§0.11108007375556662§0.0001687849370941896§0.14288065378901305§0.0
SEQ_237§0.0§0.0§0.18734349589035038§0.0§0.0
SEQ_238§0.015327494590810002§0.026825629872687974§0.17166694679434702§0.01246057121411406§0.02076389027491486
SEQ_239§0.03949009898343286§0.0§0.05503289634444614§0.0§0.18705683093428047
SEQ_240§0.04359637862268968§0.02006198440418395§0.20203674076316713§0.16237475484635402§0.0
SEQ_241§0.06269538763571379§0.02808285083542658§0.14496255260701313§0.09635374649383568§0.061429852054555235
SEQ_242§0.1974426289571792§0.009071441817393867§0.0§0.055741655799476916§0.0
SEQ_243§0.03286283959487841§0.07440155598186814§0.0§0.0§0.15689535107715116
SEQ_244§0.13854228258933296§0.0§0.0§0.08080089033073214§0.045663283704448394
SEQ_245§0.029588801144599833§0.014967516476100494§0.046873860805221955§0.022511816954183767§0.04534487529141681
SEQ_246§0.00935895556255122§0.0§0.04488284499333693§0.06325068036408835§0.07475206957685657
SEQ_247§0.0049401315461349285§0.025700521670788696§0.01680913228244952§0.022406905140190267§0.04091893375590974
SEQ_248§0.0010189911276539119§0.019635568718517286§0.09204904069734489§0.12072752117046456§0.02247775287195797
SEQ_249§0.09242484571507198§0.0§0.0§0.16900139940483946§0.0
SEQ_250§0.0§0.0§0.0§0.23210601552156593§0.043614560108258975
SEQ_251§0.1727772986236486§0.011842524588885512§0.018585983443018934§0.0§0.0
SEQ_252§0.017436192618293742§0.0§0.016976698049485876§0.11061354349136429§0.09369758656640774
SEQ_253§0.0§0.0§0.0769548265452364§0.18617233407871264§0.023649349569641084
SEQ_254§0.025660628700489053§0.08464188941583851§0.0§0.12764039241714925§0.05909927634584136
SEQ_255§0.015193013978511017§0.04221154940660878§0.07871470952950572§0.07104761140142872§0.002353007058077074
SEQ_256§0.0§0.0016628216904584186§0.0055390678751251875§0.025246967890752772§0.1707448219815597
SEQ_257§0.05140359013562388§0.0§0.003538371330553695§0.11880091331962007§0.013643264260926968
SEQ_258§0.0§0.4526769034105157§0.0§0.0§0.0
SEQ_259§0.007040182415931943§0.10796957821860236§0.03360333508094801§0.0§0.10296006086839589
SEQ_260§0.0§0.010082259492152811§0.0§0.1800673639877026§0.07422946301315785
SEQ_261§0.0§0.003528992182460628§0.045925810438511815§0.1942714469051144§0.0
SEQ_262§0.019741746913306307§0.0§0.043989968157951316§0.18935912408155703§0.0023839264767184717
SEQ_263§0.0§0.0§0.09190488774813044§0.008373250363651143§0.0
SEQ_264§0.06882083823736392§8.717682545555214e-05§0.0§0.07433449608434294§0.021806700402039414
SEQ_265§0.0§0.03363616071812094§0.16188055331679255§0.10671701787691626§0.05026318183447133
SEQ_266§0.03406222220374843§0.0§0.0512942098933971§0.28622053843754874§0.016388323133099007
SEQ_267§0.0§0.5119332143410286§0.0§0.0§0.0
SEQ_268§0.0§0.20915430406268395§0.05225204981723609§0.08683329807474512§0.03315191001704673
SEQ_269§0.00338934100341335§0.009688851017696986§0.1650181282273222§0.003030708634434719§0.0021571766411865832
SEQ_270§0.0§0.01934342714889074§0.0§0.31472148199381095§0.0569154471779133
SEQ_271§0.0§0.0§0.1238132378046475§0.11541798824375459§0.13757215553355362
SEQ_272§0.0§0.0§0.17876970913432577§0.1647642224219565§0.05202335128516861
SEQ_273§0.04494578079624088§0.028030734006654803§0.02893139836263198§0.06502857257187196§0.01924620625345247
SEQ_274§0.19672842668406645§0.12706393662665175§0.0§0.0019024540789937213§0.0018794557189160993
SEQ_275§0.172218061934499§0.015668900907534828§0.0§0.1498432137869791§0.010125519864224499
SEQ_276§0.06274257878042055§0.0§0.07694221353915606§0.05051895019936263§0.0
SEQ_277§0.019692197195983377§0.0§0.14243812053745794§0.14089223762201245§0.04582920430575586
SEQ_278§0.0§0.0§0.24859050749564776§0.09259632176141437§0.013564133033582768
SEQ_279§0.0§0.13871877802936802§0.0§0.043836338792367736§0.2238786601891752
SEQ_280§0.03546997780981518§0.04767859285821993§0.014017912745807047§0.03385193218669696§0.03546989873474599
SEQ_281§0.0§0.0§0.18301558092467543§0.0§0.016895532166363067
SEQ_282§0.004036897311335094§0.0010870209898053984§0.02388681384048673§0.1899041594322333§0.06986619947515524
SEQ_283§0.016110248495044353§0.0§0.10808849560526347§0.0§0.14945353178329154
SEQ_284§0.0§0.03162120664175009§0.0§0.16941048744727846§0.05957358646920868
SEQ_285§0.28274191622345035§0.0§0.0§0.0§0.0
SEQ_286§0.0§0.002655010554287913§0.0§0.0§0.23886918984109856
SEQ_287§0.004878903538168734§0.07083541500172534§0.15337962731892454§0.0§0.07812378564712777
SEQ_288§0.02225167936980363§0.018080565325855228§0.0§0.0§0.17818065463203717
SEQ_289§0.08235217020233275§0.0§0.03767893059673613§0.14726370567660044§0.032653824617605264
SEQ_290§0.03802218184099789§0.025182897661005628§0.1431166151985508§0.13154499247895002§0.03839931211766292
SEQ_291§0.01311265285789252§0.21908919539976812§0.0§0.02339091918948191§0.05717848773549562
SEQ_292§0.05995051474471853§0.010439264174797786§0.0575093739432547§0.1357835292376732§0.0
SEQ_293§0.06253464185234105§0.0029976551391381755§0.21454936528244598§0.031470076467059564§0.05675722124294655
SEQ_294§0.0§0.017090175650666655§0.11474910033971612§0.056575543636913174§0.0
SEQ_295§0.3136272156638893§0.0§0.0§0.0§0.02297084965252885
SEQ_296§0.014957659234750438§0.06882390252420198§0.0033676636549801646§0.0022655948378418342§0.062296313733824625
SEQ_297§0.2725346740981395§0.0§0.0§0.019888549852396763§0.01892411987717746
SEQ_298§0.0§0.0§0.18600229666994472§0.0§0.0
SEQ_299§0.09846318158306946§0.0005048288124521177§0.0846220163294041§0.010162108905952946§0.0
SEQ_300§0.022137461162380648§0.0062976879109775535§0.15452806284836337§0.008292332908192993§0.04310524099184081
SEQ_301§0.026032689773692396§0.0§0.10859601426015209§0.08884170227371523§0.0
SEQ_302§0.007290884179270492§0.005775585795918993§0.029225900264700948§0.0§0.19845083853975673
SEQ_303§0.0017970201506119748§0.15804446724456023§0.0§0.08817393976484941§0.09134414320626782
SEQ_304§0.0§0.0§0.13854604644792204§0.0§0.029588629113632563
SEQ_305§0.032000218824375655§0.0§0.13663310630013828§0.020271542056103754§0.06884735769573774
SEQ_306§0.032948123139791556§0.009284725526227578§0.03829450070000607§0.012228974748058535§0.034567011124904165
SEQ_307§0.0§0.0§0.1516361686495062§0.0354175890925911§0.0
SEQ_308§0.0§0.0§0.16666670934110236§0.007978033780853034§0.007389679148570321
